Orthogroup	Vicia_faba-Fabales-Fabaceae-Vicia-1.prot	Vicia_faba-Fabales-Fabaceae-Vicia-2.prot
OG0017481	Vfaba.Tiffany.R1.3g105200.1	Vfaba.Hedin2.R1.3g130720.1
OG0017482	Vfaba.Tiffany.R1.3g105280.1	Vfaba.Hedin2.R1.3g130840.1
OG0017483	Vfaba.Tiffany.R1.3g105400.1	Vfaba.Hedin2.R1.3g130960.1
OG0017484	Vfaba.Tiffany.R1.3g105480.1	Vfaba.Hedin2.R1.3g131040.1
OG0017485	Vfaba.Tiffany.R1.3g105720.1	Vfaba.Hedin2.R1.3g131360.1
OG0017486	Vfaba.Tiffany.R1.3g105760.1	Vfaba.Hedin2.R1.3g131440.1
OG0017487	Vfaba.Tiffany.R1.3g105800.1	Vfaba.Hedin2.R1.3g131480.1
OG0017488	Vfaba.Tiffany.R1.3g105840.1	Vfaba.Hedin2.R1.3g131520.1
OG0017489	Vfaba.Tiffany.R1.3g105880.1	Vfaba.Hedin2.R1.3g131600.1
OG0017490	Vfaba.Tiffany.R1.3g106080.1	Vfaba.Hedin2.R1.3g132000.1
OG0017491	Vfaba.Tiffany.R1.3g106120.1	Vfaba.Hedin2.R1.3g132040.1
OG0017492	Vfaba.Tiffany.R1.3g106480.1	Vfaba.Hedin2.R1.3g132600.1
OG0017493	Vfaba.Tiffany.R1.3g106520.1	Vfaba.Hedin2.R1.3g132640.1
OG0017494	Vfaba.Tiffany.R1.3g106560.1	Vfaba.Hedin2.R1.3g132720.1
OG0017495	Vfaba.Tiffany.R1.3g106600.1	Vfaba.Hedin2.R1.3g132760.1
OG0017496	Vfaba.Tiffany.R1.3g106640.1	Vfaba.Hedin2.R1.3g132800.1
OG0017497	Vfaba.Tiffany.R1.3g106680.1	Vfaba.Hedin2.R1.3g132840.1
OG0017498	Vfaba.Tiffany.R1.3g106800.1	Vfaba.Hedin2.R1.3g132960.1
OG0017499	Vfaba.Tiffany.R1.3g106840.1	Vfaba.Hedin2.R1.3g133000.1
OG0017500	Vfaba.Tiffany.R1.3g106880.1	Vfaba.Hedin2.R1.3g133040.1
OG0017501	Vfaba.Tiffany.R1.3g106920.1	Vfaba.Hedin2.R1.3g133080.1
OG0017502	Vfaba.Tiffany.R1.3g107040.1	Vfaba.Hedin2.R1.3g133160.1
OG0017503	Vfaba.Tiffany.R1.3g107080.1	Vfaba.Hedin2.R1.3g133280.1
OG0017504	Vfaba.Tiffany.R1.3g107120.1	Vfaba.Hedin2.R1.3g133320.1
OG0017505	Vfaba.Tiffany.R1.3g107160.1	Vfaba.Hedin2.R1.3g133360.1
OG0017506	Vfaba.Tiffany.R1.3g107200.1	Vfaba.Hedin2.R1.3g133400.1
OG0017507	Vfaba.Tiffany.R1.3g107240.1	Vfaba.Hedin2.R1.3g133440.1
OG0017508	Vfaba.Tiffany.R1.3g107280.1	Vfaba.Hedin2.R1.3g133480.1
OG0017509	Vfaba.Tiffany.R1.3g107400.1	Vfaba.Hedin2.R1.3g133560.1
OG0017510	Vfaba.Tiffany.R1.3g107440.1	Vfaba.Hedin2.R1.3g133600.1
OG0017511	Vfaba.Tiffany.R1.3g107480.1	Vfaba.Hedin2.R1.3g133680.1
OG0017512	Vfaba.Tiffany.R1.3g107520.1	Vfaba.Hedin2.R1.6g016720.1
OG0017513	Vfaba.Tiffany.R1.3g107600.1	Vfaba.Hedin2.R1.3g133760.1
OG0017514	Vfaba.Tiffany.R1.3g107640.1	Vfaba.Hedin2.R1.3g133840.1
OG0017515	Vfaba.Tiffany.R1.3g107760.1	Vfaba.Hedin2.R1.3g133960.1
OG0017516	Vfaba.Tiffany.R1.3g107840.1	Vfaba.Hedin2.R1.3g134120.1
OG0017517	Vfaba.Tiffany.R1.3g107880.1	Vfaba.Hedin2.R1.3g134200.1
OG0017518	Vfaba.Tiffany.R1.3g107960.1	Vfaba.Hedin2.R1.3g134400.1
OG0017519	Vfaba.Tiffany.R1.3g108080.1	Vfaba.Hedin2.R1.3g134440.1
OG0017520	Vfaba.Tiffany.R1.3g108200.1	Vfaba.Hedin2.R1.3g134600.1
OG0017521	Vfaba.Tiffany.R1.3g108240.1	Vfaba.Hedin2.R1.3g134640.1
OG0017522	Vfaba.Tiffany.R1.3g108320.1	Vfaba.Hedin2.R1.3g134720.1
OG0017523	Vfaba.Tiffany.R1.3g108440.1	Vfaba.Hedin2.R1.3g134800.1
OG0017524	Vfaba.Tiffany.R1.3g108480.1	Vfaba.Hedin2.R1.3g134840.1
OG0017525	Vfaba.Tiffany.R1.3g108520.1	Vfaba.Hedin2.R1.3g134880.1
OG0017526	Vfaba.Tiffany.R1.3g108680.1	Vfaba.Hedin2.R1.3g135200.1
OG0017527	Vfaba.Tiffany.R1.3g108720.1	Vfaba.Hedin2.R1.3g135240.1
OG0017528	Vfaba.Tiffany.R1.3g108800.1	Vfaba.Hedin2.R1.3g135360.1
OG0017529	Vfaba.Tiffany.R1.3g108960.1	Vfaba.Hedin2.R1.3g135600.1
OG0017530	Vfaba.Tiffany.R1.3g109040.1	Vfaba.Hedin2.R1.3g135680.1
OG0017531	Vfaba.Tiffany.R1.3g109080.1	Vfaba.Hedin2.R1.Ung069880.1
OG0017532	Vfaba.Tiffany.R1.3g109160.1	Vfaba.Hedin2.R1.3g135960.1
OG0017533	Vfaba.Tiffany.R1.3g109240.1	Vfaba.Hedin2.R1.3g136040.1
OG0017534	Vfaba.Tiffany.R1.3g109280.1	Vfaba.Hedin2.R1.3g136080.1
OG0017535	Vfaba.Tiffany.R1.3g109320.1	Vfaba.Hedin2.R1.3g136200.1
OG0017536	Vfaba.Tiffany.R1.3g109520.1	Vfaba.Hedin2.R1.3g136320.1
OG0017537	Vfaba.Tiffany.R1.3g109600.1	Vfaba.Hedin2.R1.3g136360.1
OG0017538	Vfaba.Tiffany.R1.3g109640.1	Vfaba.Hedin2.R1.3g136400.1
OG0017539	Vfaba.Tiffany.R1.3g109680.1	Vfaba.Hedin2.R1.3g136440.1
OG0017540	Vfaba.Tiffany.R1.3g109720.1	Vfaba.Hedin2.R1.3g136480.1
OG0017541	Vfaba.Tiffany.R1.3g109880.1	Vfaba.Hedin2.R1.2g246240.1
OG0017542	Vfaba.Tiffany.R1.3g109880.2	Vfaba.Hedin2.R1.2g246240.2
OG0017543	Vfaba.Tiffany.R1.3g109920.1	Vfaba.Hedin2.R1.2g246200.1
OG0017544	Vfaba.Tiffany.R1.3g110000.1	Vfaba.Hedin2.R1.2g246440.1
OG0017545	Vfaba.Tiffany.R1.3g110080.1	Vfaba.Hedin2.R1.3g136640.1
OG0017546	Vfaba.Tiffany.R1.3g110120.1	Vfaba.Hedin2.R1.3g136680.1
OG0017547	Vfaba.Tiffany.R1.3g110160.1	Vfaba.Hedin2.R1.3g136720.1
OG0017548	Vfaba.Tiffany.R1.3g110200.1	Vfaba.Hedin2.R1.3g209160.1
OG0017549	Vfaba.Tiffany.R1.3g110280.1	Vfaba.Hedin2.R1.3g136920.1
OG0017550	Vfaba.Tiffany.R1.3g110320.1, Vfaba.Tiffany.R1.3g110320.2	
OG0017551	Vfaba.Tiffany.R1.3g110360.1	Vfaba.Hedin2.R1.3g137040.1
OG0017552	Vfaba.Tiffany.R1.3g110480.1	Vfaba.Hedin2.R1.3g137240.1
OG0017553	Vfaba.Tiffany.R1.3g110520.1	Vfaba.Hedin2.R1.3g137320.1
OG0017554	Vfaba.Tiffany.R1.3g110560.1	Vfaba.Hedin2.R1.3g137360.1
OG0017555	Vfaba.Tiffany.R1.3g110600.1	Vfaba.Hedin2.R1.3g137400.1
OG0017556	Vfaba.Tiffany.R1.3g110840.1	Vfaba.Hedin2.R1.3g137720.1
OG0017557	Vfaba.Tiffany.R1.3g110880.1	Vfaba.Hedin2.R1.3g137760.1
OG0017558	Vfaba.Tiffany.R1.3g110920.1	Vfaba.Hedin2.R1.3g137880.1
OG0017559	Vfaba.Tiffany.R1.3g110960.1	Vfaba.Hedin2.R1.3g138040.1
OG0017560	Vfaba.Tiffany.R1.3g111000.1	Vfaba.Hedin2.R1.3g138080.1
OG0017561	Vfaba.Tiffany.R1.3g111040.1	Vfaba.Hedin2.R1.3g138120.1
OG0017562	Vfaba.Tiffany.R1.3g111080.1	Vfaba.Hedin2.R1.3g138200.1
OG0017563	Vfaba.Tiffany.R1.3g111200.1	Vfaba.Hedin2.R1.3g138320.1
OG0017564	Vfaba.Tiffany.R1.3g111240.1	Vfaba.Hedin2.R1.3g138400.1
OG0017565	Vfaba.Tiffany.R1.3g111280.1	Vfaba.Hedin2.R1.3g138440.1
OG0017566	Vfaba.Tiffany.R1.3g111400.1	Vfaba.Hedin2.R1.3g138480.1
OG0017567	Vfaba.Tiffany.R1.3g111480.1	Vfaba.Hedin2.R1.3g138560.1
OG0017568	Vfaba.Tiffany.R1.3g111520.1	Vfaba.Hedin2.R1.3g138600.1
OG0017569	Vfaba.Tiffany.R1.3g111600.1	Vfaba.Hedin2.R1.3g138680.1
OG0017570	Vfaba.Tiffany.R1.3g111640.2	Vfaba.Hedin2.R1.3g138760.2
OG0017571	Vfaba.Tiffany.R1.3g111640.1	Vfaba.Hedin2.R1.3g138760.1
OG0017572	Vfaba.Tiffany.R1.3g111680.1	Vfaba.Hedin2.R1.3g138840.1
OG0017573	Vfaba.Tiffany.R1.3g111720.1	Vfaba.Hedin2.R1.3g138920.1
OG0017574	Vfaba.Tiffany.R1.3g111880.1	Vfaba.Hedin2.R1.3g139160.1
OG0017575	Vfaba.Tiffany.R1.3g111920.1	Vfaba.Hedin2.R1.3g139280.1
OG0017576	Vfaba.Tiffany.R1.3g111960.1	Vfaba.Hedin2.R1.3g139400.1
OG0017577	Vfaba.Tiffany.R1.3g112040.1	Vfaba.Hedin2.R1.3g139520.1
OG0017578	Vfaba.Tiffany.R1.3g112200.1	Vfaba.Hedin2.R1.3g139640.1
OG0017579	Vfaba.Tiffany.R1.3g112240.1	Vfaba.Hedin2.R1.3g139720.1
OG0017580	Vfaba.Tiffany.R1.3g112280.1	Vfaba.Hedin2.R1.3g139760.1
OG0017581	Vfaba.Tiffany.R1.3g112320.1	Vfaba.Hedin2.R1.3g139840.1
OG0017582	Vfaba.Tiffany.R1.3g112400.1	Vfaba.Hedin2.R1.3g139920.1
OG0017583	Vfaba.Tiffany.R1.3g112520.1	Vfaba.Hedin2.R1.3g139960.1
OG0017584	Vfaba.Tiffany.R1.3g112560.1	Vfaba.Hedin2.R1.3g140000.1
OG0017585	Vfaba.Tiffany.R1.3g112600.1	Vfaba.Hedin2.R1.3g140080.1
OG0017586	Vfaba.Tiffany.R1.3g112640.1	Vfaba.Hedin2.R1.3g140160.1
OG0017587	Vfaba.Tiffany.R1.3g112680.1	Vfaba.Hedin2.R1.3g140200.1
OG0017588	Vfaba.Tiffany.R1.3g112720.1	Vfaba.Hedin2.R1.3g140240.1
OG0017589	Vfaba.Tiffany.R1.3g112760.1	Vfaba.Hedin2.R1.4g108200.1
OG0017590	Vfaba.Tiffany.R1.3g112840.1	Vfaba.Hedin2.R1.3g140520.1
OG0017591	Vfaba.Tiffany.R1.3g112920.1	Vfaba.Hedin2.R1.3g140600.1
OG0017592	Vfaba.Tiffany.R1.3g112960.1	Vfaba.Hedin2.R1.3g140640.1
OG0017593	Vfaba.Tiffany.R1.3g113080.1	Vfaba.Hedin2.R1.3g140840.1
OG0017594	Vfaba.Tiffany.R1.3g113280.1	Vfaba.Hedin2.R1.3g141080.1
OG0017595	Vfaba.Tiffany.R1.3g113320.1	Vfaba.Hedin2.R1.3g141120.1
OG0017596	Vfaba.Tiffany.R1.3g113360.1	Vfaba.Hedin2.R1.3g141160.1
OG0017597	Vfaba.Tiffany.R1.3g113440.1	Vfaba.Hedin2.R1.3g141240.1
OG0017598	Vfaba.Tiffany.R1.3g113480.1	Vfaba.Hedin2.R1.3g141280.1
OG0017599	Vfaba.Tiffany.R1.3g113560.1	Vfaba.Hedin2.R1.3g141360.1
OG0017600	Vfaba.Tiffany.R1.3g113680.1	Vfaba.Hedin2.R1.3g141560.1
OG0017601	Vfaba.Tiffany.R1.3g114080.1	Vfaba.Hedin2.R1.3g142480.1
OG0017602	Vfaba.Tiffany.R1.3g114160.1	Vfaba.Hedin2.R1.3g142560.1
OG0017603	Vfaba.Tiffany.R1.3g114200.1	Vfaba.Hedin2.R1.3g142600.1
OG0017604	Vfaba.Tiffany.R1.3g114240.1	Vfaba.Hedin2.R1.3g142640.1
OG0017605	Vfaba.Tiffany.R1.3g114480.1	Vfaba.Hedin2.R1.3g142920.1
OG0017606	Vfaba.Tiffany.R1.3g114520.1, Vfaba.Tiffany.R1.4g185720.1	
OG0017607	Vfaba.Tiffany.R1.3g114560.1, Vfaba.Tiffany.R1.3g114640.1	
OG0017608	Vfaba.Tiffany.R1.3g114840.1	Vfaba.Hedin2.R1.3g143040.1
OG0017609	Vfaba.Tiffany.R1.3g114880.1	Vfaba.Hedin2.R1.3g143080.1
OG0017610	Vfaba.Tiffany.R1.3g115000.1	Vfaba.Hedin2.R1.1g005800.1
OG0017611	Vfaba.Tiffany.R1.3g115040.1	Vfaba.Hedin2.R1.3g143200.1
OG0017612	Vfaba.Tiffany.R1.3g115160.1	Vfaba.Hedin2.R1.3g143320.1
OG0017613	Vfaba.Tiffany.R1.3g115240.1	Vfaba.Hedin2.R1.3g143480.1
OG0017614	Vfaba.Tiffany.R1.3g115280.1	Vfaba.Hedin2.R1.3g143520.1
OG0017615	Vfaba.Tiffany.R1.3g115360.1	Vfaba.Hedin2.R1.3g143760.1
OG0017616	Vfaba.Tiffany.R1.3g115400.1	Vfaba.Hedin2.R1.3g143840.1
OG0017617	Vfaba.Tiffany.R1.3g115520.1	Vfaba.Hedin2.R1.3g144600.1
OG0017618	Vfaba.Tiffany.R1.3g115560.1	Vfaba.Hedin2.R1.3g144640.1
OG0017619	Vfaba.Tiffany.R1.3g115720.1	Vfaba.Hedin2.R1.3g144720.1
OG0017620	Vfaba.Tiffany.R1.3g115800.1	Vfaba.Hedin2.R1.3g144840.1
OG0017621	Vfaba.Tiffany.R1.3g115960.1	Vfaba.Hedin2.R1.3g145000.1
OG0017622	Vfaba.Tiffany.R1.3g116000.1	Vfaba.Hedin2.R1.3g145040.1
OG0017623	Vfaba.Tiffany.R1.3g116040.1	Vfaba.Hedin2.R1.3g145080.1
OG0017624	Vfaba.Tiffany.R1.3g116080.2	Vfaba.Hedin2.R1.3g145120.2
OG0017625	Vfaba.Tiffany.R1.3g116120.1	Vfaba.Hedin2.R1.3g145160.1
OG0017626	Vfaba.Tiffany.R1.3g116200.1	Vfaba.Hedin2.R1.3g145240.1
OG0017627	Vfaba.Tiffany.R1.3g116240.1	Vfaba.Hedin2.R1.5g195200.1
OG0017628	Vfaba.Tiffany.R1.3g116280.1	Vfaba.Hedin2.R1.3g145320.1
OG0017629	Vfaba.Tiffany.R1.3g116440.1	Vfaba.Hedin2.R1.3g145440.1
OG0017630	Vfaba.Tiffany.R1.3g116480.1	Vfaba.Hedin2.R1.3g145520.1
OG0017631	Vfaba.Tiffany.R1.3g116520.1	Vfaba.Hedin2.R1.3g145680.1
OG0017632	Vfaba.Tiffany.R1.3g116560.1	Vfaba.Hedin2.R1.3g145720.1
OG0017633	Vfaba.Tiffany.R1.3g116760.1	Vfaba.Hedin2.R1.3g145800.1
OG0017634	Vfaba.Tiffany.R1.3g116800.1	Vfaba.Hedin2.R1.3g145840.1
OG0017635	Vfaba.Tiffany.R1.3g116840.1	Vfaba.Hedin2.R1.3g145880.1
OG0017636	Vfaba.Tiffany.R1.3g116880.1	Vfaba.Hedin2.R1.3g146080.1
OG0017637	Vfaba.Tiffany.R1.3g116920.1	Vfaba.Hedin2.R1.3g146120.1
OG0017638	Vfaba.Tiffany.R1.3g116960.1	Vfaba.Hedin2.R1.3g146160.1
OG0017639	Vfaba.Tiffany.R1.3g117040.1	Vfaba.Hedin2.R1.3g146240.1
OG0017640	Vfaba.Tiffany.R1.3g117120.1	Vfaba.Hedin2.R1.1g364040.1
OG0017641	Vfaba.Tiffany.R1.3g117320.1	Vfaba.Hedin2.R1.3g146800.1
OG0017642	Vfaba.Tiffany.R1.3g117440.1	Vfaba.Hedin2.R1.3g146880.1
OG0017643	Vfaba.Tiffany.R1.3g117480.1	Vfaba.Hedin2.R1.3g147080.1
OG0017644	Vfaba.Tiffany.R1.3g117520.1	Vfaba.Hedin2.R1.3g147120.1
OG0017645	Vfaba.Tiffany.R1.3g117720.1	Vfaba.Hedin2.R1.1g252360.1
OG0017646	Vfaba.Tiffany.R1.3g117760.1	Vfaba.Hedin2.R1.1g252480.1
OG0017647	Vfaba.Tiffany.R1.3g117800.1	Vfaba.Hedin2.R1.3g147480.1
OG0017648	Vfaba.Tiffany.R1.3g117840.1	Vfaba.Hedin2.R1.3g147520.1
OG0017649	Vfaba.Tiffany.R1.3g117880.1	Vfaba.Hedin2.R1.3g147560.1
OG0017650	Vfaba.Tiffany.R1.3g117960.1	Vfaba.Hedin2.R1.3g147680.1
OG0017651	Vfaba.Tiffany.R1.3g118040.1	Vfaba.Hedin2.R1.3g147760.1
OG0017652	Vfaba.Tiffany.R1.3g118080.1	Vfaba.Hedin2.R1.3g147800.1
OG0017653	Vfaba.Tiffany.R1.3g118240.1, Vfaba.Tiffany.R1.5g052760.1	
OG0017654	Vfaba.Tiffany.R1.3g118280.1	Vfaba.Hedin2.R1.3g148040.1
OG0017655	Vfaba.Tiffany.R1.3g118320.1	Vfaba.Hedin2.R1.3g148080.1
OG0017656	Vfaba.Tiffany.R1.3g118480.1	Vfaba.Hedin2.R1.3g148200.1
OG0017657	Vfaba.Tiffany.R1.3g118520.1	Vfaba.Hedin2.R1.3g148280.1
OG0017658	Vfaba.Tiffany.R1.3g118640.1	Vfaba.Hedin2.R1.3g148360.1
OG0017659	Vfaba.Tiffany.R1.3g119040.1	Vfaba.Hedin2.R1.3g148440.1
OG0017660	Vfaba.Tiffany.R1.3g119080.1	Vfaba.Hedin2.R1.3g148480.1
OG0017661	Vfaba.Tiffany.R1.3g119120.1	Vfaba.Hedin2.R1.3g148560.1
OG0017662	Vfaba.Tiffany.R1.3g119160.1	Vfaba.Hedin2.R1.3g148600.1
OG0017663	Vfaba.Tiffany.R1.3g119200.1	Vfaba.Hedin2.R1.3g148640.1
OG0017664	Vfaba.Tiffany.R1.3g119240.1	Vfaba.Hedin2.R1.3g148680.1
OG0017665	Vfaba.Tiffany.R1.3g119320.1	Vfaba.Hedin2.R1.3g148720.1
OG0017666	Vfaba.Tiffany.R1.3g119400.1	Vfaba.Hedin2.R1.3g148840.1
OG0017667	Vfaba.Tiffany.R1.3g119440.1	Vfaba.Hedin2.R1.3g148880.1
OG0017668	Vfaba.Tiffany.R1.3g119760.1	Vfaba.Hedin2.R1.Ung089040.1
OG0017669	Vfaba.Tiffany.R1.3g119840.1	Vfaba.Hedin2.R1.Ung119760.1
OG0017670	Vfaba.Tiffany.R1.3g119920.1	Vfaba.Hedin2.R1.3g149240.1
OG0017671	Vfaba.Tiffany.R1.3g119960.1	Vfaba.Hedin2.R1.3g149280.1
OG0017672	Vfaba.Tiffany.R1.3g120000.1	Vfaba.Hedin2.R1.3g149320.1
OG0017673	Vfaba.Tiffany.R1.3g120040.1	Vfaba.Hedin2.R1.3g149360.1
OG0017674	Vfaba.Tiffany.R1.3g120080.1	Vfaba.Hedin2.R1.3g149400.1
OG0017675	Vfaba.Tiffany.R1.3g120120.1	Vfaba.Hedin2.R1.3g149440.1
OG0017676	Vfaba.Tiffany.R1.3g120160.1	Vfaba.Hedin2.R1.3g149560.1
OG0017677	Vfaba.Tiffany.R1.3g120240.1	Vfaba.Hedin2.R1.3g149600.1
OG0017678	Vfaba.Tiffany.R1.3g120280.1	Vfaba.Hedin2.R1.3g149680.1
OG0017679	Vfaba.Tiffany.R1.3g120480.1	Vfaba.Hedin2.R1.3g149720.1
OG0017680	Vfaba.Tiffany.R1.3g120560.1	Vfaba.Hedin2.R1.3g149800.1
OG0017681	Vfaba.Tiffany.R1.3g120600.1	Vfaba.Hedin2.R1.3g149840.1
OG0017682	Vfaba.Tiffany.R1.3g120640.1	Vfaba.Hedin2.R1.3g149880.1
OG0017683	Vfaba.Tiffany.R1.3g120680.1	Vfaba.Hedin2.R1.3g150000.1
OG0017684	Vfaba.Tiffany.R1.3g120840.1	Vfaba.Hedin2.R1.3g150400.1
OG0017685	Vfaba.Tiffany.R1.3g120880.1	Vfaba.Hedin2.R1.3g150440.1
OG0017686	Vfaba.Tiffany.R1.3g120920.1	Vfaba.Hedin2.R1.3g150480.1
OG0017687	Vfaba.Tiffany.R1.3g121040.1	Vfaba.Hedin2.R1.3g150560.1
OG0017688	Vfaba.Tiffany.R1.3g121080.1	Vfaba.Hedin2.R1.3g150600.1
OG0017689	Vfaba.Tiffany.R1.3g121160.1	Vfaba.Hedin2.R1.3g150680.1
OG0017690	Vfaba.Tiffany.R1.3g121200.1	Vfaba.Hedin2.R1.3g150720.1
OG0017691	Vfaba.Tiffany.R1.3g121280.1	Vfaba.Hedin2.R1.3g150800.1
OG0017692	Vfaba.Tiffany.R1.3g121320.1	Vfaba.Hedin2.R1.3g150840.1
OG0017693	Vfaba.Tiffany.R1.3g121360.1	Vfaba.Hedin2.R1.3g150920.1
OG0017694	Vfaba.Tiffany.R1.3g121440.1	Vfaba.Hedin2.R1.3g150960.1
OG0017695	Vfaba.Tiffany.R1.3g121480.1	Vfaba.Hedin2.R1.3g151000.1
OG0017696	Vfaba.Tiffany.R1.3g121520.3	Vfaba.Hedin2.R1.3g151040.3
OG0017697	Vfaba.Tiffany.R1.3g121520.2	Vfaba.Hedin2.R1.3g151040.2
OG0017698	Vfaba.Tiffany.R1.3g121520.1	Vfaba.Hedin2.R1.3g151040.1
OG0017699	Vfaba.Tiffany.R1.3g121560.1	Vfaba.Hedin2.R1.3g151080.1
OG0017700	Vfaba.Tiffany.R1.3g121600.1	Vfaba.Hedin2.R1.3g151120.1
OG0017701	Vfaba.Tiffany.R1.3g121640.1	Vfaba.Hedin2.R1.3g151160.1
OG0017702	Vfaba.Tiffany.R1.3g121760.1	Vfaba.Hedin2.R1.3g151360.1
OG0017703	Vfaba.Tiffany.R1.3g121800.1	Vfaba.Hedin2.R1.2g109640.1
OG0017704	Vfaba.Tiffany.R1.3g121840.1	Vfaba.Hedin2.R1.3g151400.1
OG0017705	Vfaba.Tiffany.R1.3g121920.1	Vfaba.Hedin2.R1.3g151440.1
OG0017706	Vfaba.Tiffany.R1.3g122000.1	Vfaba.Hedin2.R1.3g151560.1
OG0017707	Vfaba.Tiffany.R1.3g122200.1	Vfaba.Hedin2.R1.3g151600.1
OG0017708	Vfaba.Tiffany.R1.3g122240.1	Vfaba.Hedin2.R1.3g151640.1
OG0017709	Vfaba.Tiffany.R1.3g122440.1	Vfaba.Hedin2.R1.3g151960.1
OG0017710	Vfaba.Tiffany.R1.3g122480.1	Vfaba.Hedin2.R1.3g152000.1
OG0017711	Vfaba.Tiffany.R1.3g122640.1	Vfaba.Hedin2.R1.3g050200.1
OG0017712	Vfaba.Tiffany.R1.3g122680.1	Vfaba.Hedin2.R1.3g152160.1
OG0017713	Vfaba.Tiffany.R1.3g122720.1, Vfaba.Tiffany.R1.3g122800.1	
OG0017714	Vfaba.Tiffany.R1.3g122880.1	Vfaba.Hedin2.R1.3g152280.1
OG0017715	Vfaba.Tiffany.R1.3g122920.1	Vfaba.Hedin2.R1.3g152320.1
OG0017716	Vfaba.Tiffany.R1.3g123120.1	Vfaba.Hedin2.R1.3g152520.1
OG0017717	Vfaba.Tiffany.R1.3g123160.1	Vfaba.Hedin2.R1.3g152560.1
OG0017718	Vfaba.Tiffany.R1.3g123200.1	Vfaba.Hedin2.R1.3g152600.1
OG0017719	Vfaba.Tiffany.R1.3g123240.1	Vfaba.Hedin2.R1.3g152680.1
OG0017720	Vfaba.Tiffany.R1.3g123280.1	Vfaba.Hedin2.R1.3g152880.1
OG0017721	Vfaba.Tiffany.R1.3g123320.1	Vfaba.Hedin2.R1.3g152920.1
OG0017722	Vfaba.Tiffany.R1.3g123360.1	Vfaba.Hedin2.R1.3g152960.1
OG0017723	Vfaba.Tiffany.R1.3g123400.1	Vfaba.Hedin2.R1.3g153000.1
OG0017724	Vfaba.Tiffany.R1.3g123480.1	Vfaba.Hedin2.R1.3g153040.2
OG0017725	Vfaba.Tiffany.R1.3g123560.1	Vfaba.Hedin2.R1.3g153200.1
OG0017726	Vfaba.Tiffany.R1.3g123760.1	Vfaba.Hedin2.R1.3g153680.1
OG0017727	Vfaba.Tiffany.R1.3g123800.1	Vfaba.Hedin2.R1.3g153720.1
OG0017728	Vfaba.Tiffany.R1.3g123880.1	Vfaba.Hedin2.R1.3g153840.1
OG0017729	Vfaba.Tiffany.R1.3g124000.1	Vfaba.Hedin2.R1.3g153960.1
OG0017730	Vfaba.Tiffany.R1.3g124120.1	Vfaba.Hedin2.R1.3g154000.1
OG0017731	Vfaba.Tiffany.R1.3g124160.1	Vfaba.Hedin2.R1.3g154040.1
OG0017732	Vfaba.Tiffany.R1.3g124200.1, Vfaba.Tiffany.R1.6g118320.1	
OG0017733	Vfaba.Tiffany.R1.3g124280.1	Vfaba.Hedin2.R1.3g155560.1
OG0017734	Vfaba.Tiffany.R1.3g124360.1	Vfaba.Hedin2.R1.3g155680.1
OG0017735	Vfaba.Tiffany.R1.3g124400.1	Vfaba.Hedin2.R1.3g155720.1
OG0017736	Vfaba.Tiffany.R1.3g124440.1	Vfaba.Hedin2.R1.3g155760.1
OG0017737	Vfaba.Tiffany.R1.3g124560.1	Vfaba.Hedin2.R1.3g155800.1
OG0017738	Vfaba.Tiffany.R1.3g124600.1	Vfaba.Hedin2.R1.3g155840.1
OG0017739	Vfaba.Tiffany.R1.3g124640.1	Vfaba.Hedin2.R1.3g155920.1
OG0017740	Vfaba.Tiffany.R1.3g124720.1	Vfaba.Hedin2.R1.3g156080.1
OG0017741	Vfaba.Tiffany.R1.3g124760.1	Vfaba.Hedin2.R1.3g156120.1
OG0017742	Vfaba.Tiffany.R1.3g124840.1	Vfaba.Hedin2.R1.3g156360.1
OG0017743	Vfaba.Tiffany.R1.3g124920.1	Vfaba.Hedin2.R1.3g156400.1
OG0017744	Vfaba.Tiffany.R1.3g125440.1	Vfaba.Hedin2.R1.3g156600.1
OG0017745	Vfaba.Tiffany.R1.3g125480.1	Vfaba.Hedin2.R1.3g156640.1
OG0017746	Vfaba.Tiffany.R1.3g125520.1	Vfaba.Hedin2.R1.3g156680.1
OG0017747	Vfaba.Tiffany.R1.3g125560.1	Vfaba.Hedin2.R1.3g156720.1
OG0017748	Vfaba.Tiffany.R1.3g125600.1	Vfaba.Hedin2.R1.3g156760.1
OG0017749	Vfaba.Tiffany.R1.3g125640.1	Vfaba.Hedin2.R1.3g156840.1
OG0017750	Vfaba.Tiffany.R1.3g125680.1	Vfaba.Hedin2.R1.3g156920.1
OG0017751	Vfaba.Tiffany.R1.3g125760.1	Vfaba.Hedin2.R1.3g156960.1
OG0017752	Vfaba.Tiffany.R1.3g125840.1	Vfaba.Hedin2.R1.3g157080.1
OG0017753	Vfaba.Tiffany.R1.3g125960.1	Vfaba.Hedin2.R1.3g157280.1
OG0017754	Vfaba.Tiffany.R1.3g126000.1	Vfaba.Hedin2.R1.3g157320.1
OG0017755	Vfaba.Tiffany.R1.3g126080.1	Vfaba.Hedin2.R1.3g157400.1
OG0017756	Vfaba.Tiffany.R1.3g126120.1	Vfaba.Hedin2.R1.3g157440.1
OG0017757	Vfaba.Tiffany.R1.3g126240.1	Vfaba.Hedin2.R1.3g157840.1
OG0017758	Vfaba.Tiffany.R1.3g126280.1	Vfaba.Hedin2.R1.3g157880.1
